year,state,congressional_district,party,candidatevotes,totalvotes
2016,SOUTH CAROLINA,3,REPUBLICAN,196325,269540
2016,SOUTH CAROLINA,4,REPUBLICAN,198648,295670
2016,SOUTH CAROLINA,5,REPUBLICAN,161669,273006
2016,SOUTH CAROLINA,6,DEMOCRAT,177947,253901
2016,SOUTH CAROLINA,7,REPUBLICAN,176468,289463
2016,SOUTH DAKOTA,0,REPUBLICAN,237163,369973
2016,TENNESSEE,1,REPUBLICAN,198293,253025
2016,TENNESSEE,2,REPUBLICAN,212455,280856
2016,TENNESSEE,3,REPUBLICAN,176613,266006
2016,TENNESSEE,4,REPUBLICAN,165796,254937
2016,TENNESSEE,5,DEMOCRAT,171111,273544
2016,TENNESSEE,6,REPUBLICAN,202234,284490
2016,TENNESSEE,7,REPUBLICAN,200407,277513
2016,TENNESSEE,8,REPUBLICAN,194386,282733
2016,TENNESSEE,9,DEMOCRAT,171631,217957
2016,TEXAS,1,REPUBLICAN,192434,260409
2016,TEXAS,2,REPUBLICAN,168692,278236
2016,TEXAS,3,REPUBLICAN,193684,316467
2016,TEXAS,4,REPUBLICAN,216643,246220
2016,TEXAS,5,REPUBLICAN,155469,192875
2016,TEXAS,6,REPUBLICAN,159444,273296
2016,TEXAS,7,REPUBLICAN,143542,255533
2016,TEXAS,8,REPUBLICAN,236379,236379
2016,TEXAS,9,DEMOCRAT,152032,188523
2016,TEXAS,10,REPUBLICAN,179221,312600
2016,TEXAS,11,REPUBLICAN,201871,225548
2016,TEXAS,12,REPUBLICAN,196482,283115
2016,TEXAS,13,REPUBLICAN,199050,221242
2016,TEXAS,14,REPUBLICAN,160631,259685
2016,TEXAS,15,DEMOCRAT,101712,177479
2016,TEXAS,16,DEMOCRAT,150228,175229
2016,TEXAS,17,REPUBLICAN,149417,245728
2016,TEXAS,18,DEMOCRAT,150157,204308
2016,TEXAS,19,REPUBLICAN,176314,203475
2016,TEXAS,20,DEMOCRAT,149640,187669
2016,TEXAS,21,REPUBLICAN,202967,356031
2016,TEXAS,22,REPUBLICAN,181864,305543
2016,TEXAS,23,REPUBLICAN,110577,228965
2016,TEXAS,24,REPUBLICAN,154845,275635
2016,TEXAS,25,REPUBLICAN,180988,310196
2016,TEXAS,26,REPUBLICAN,211730,319080
2016,TEXAS,27,REPUBLICAN,142251,230580
2016,TEXAS,28,DEMOCRAT,122086,184442
2016,TEXAS,29,DEMOCRAT,95649,131982
2016,TEXAS,30,DEMOCRAT,170502,218826
2016,TEXAS,31,REPUBLICAN,166060,284588
2016,TEXAS,32,REPUBLICAN,162868,229171
2016,TEXAS,33,DEMOCRAT,93147,126369
2016,TEXAS,34,DEMOCRAT,104638,166961
2016,TEXAS,35,DEMOCRAT,124612,197576
2016,TEXAS,36,REPUBLICAN,193675,218565
2016,UTAH,1,REPUBLICAN,182925,277451
2016,UTAH,2,REPUBLICAN,170524,276819
2016,UTAH,3,REPUBLICAN,209589,285305
2016,UTAH,4,REPUBLICAN,147597,274569
2016,VERMONT,0,DEMOCRAT,264414,320467
2016,VIRGINIA,1,REPUBLICAN,230213,384601
2016,VIRGINIA,2,REPUBLICAN,190475,310567
2016,VIRGINIA,3,DEMOCRAT,208337,312340
2016,VIRGINIA,4,DEMOCRAT,200136,346656
2016,VIRGINIA,5,REPUBLICAN,207758,356756
2016,VIRGINIA,6,REPUBLICAN,225471,338409
2016,VIRGINIA,7,REPUBLICAN,218057,379163
2016,VIRGINIA,8,DEMOCRAT,246653,360676
2016,VIRGINIA,9,REPUBLICAN,212838,310314
2016,VIRGINIA,10,REPUBLICAN,210791,400083
2016,VIRGINIA,11,DEMOCRAT,247818,282003
2016,WASHINGTON,1,DEMOCRAT,193619,349398
2016,WASHINGTON,2,DEMOCRAT,208314,325408
2016,WASHINGTON,3,REPUBLICAN,193457,313277
2016,WASHINGTON,4,REPUBLICAN,132517,229919
2016,WASHINGTON,5,REPUBLICAN,192959,323534
2016,WASHINGTON,6,DEMOCRAT,201718,327834
2016,WASHINGTON,7,DEMOCRAT,212010,378754
2016,WASHINGTON,8,REPUBLICAN,193145,320865
2016,WASHINGTON,9,DEMOCRAT,205165,281482
2016,WASHINGTON,10,DEMOCRAT,170460,290564
2016,WEST VIRGINIA,1,REPUBLICAN,163469,237003
2016,WEST VIRGINIA,2,REPUBLICAN,140807,242014
2016,WEST VIRGINIA,3,REPUBLICAN,140741,207332
2016,WISCONSIN,1,REPUBLICAN,230072,354245
2016,WISCONSIN,2,DEMOCRAT,273537,398060
2016,WISCONSIN,3,DEMOCRAT,257401,260370
2016,WISCONSIN,4,DEMOCRAT,220181,286909
2016,WISCONSIN,5,REPUBLICAN,260706,390844
2016,WISCONSIN,6,REPUBLICAN,204147,357183
2016,WISCONSIN,7,REPUBLICAN,223418,362271
2016,WISCONSIN,8,REPUBLICAN,227892,363780
2016,WYOMING,0,REPUBLICAN,156176,258788
2018,ALABAMA,1,REPUBLICAN,153228,242617
2018,ALABAMA,2,REPUBLICAN,138879,226230
2018,ALABAMA,3,REPUBLICAN,147770,231915
2018,ALABAMA,4,REPUBLICAN,184255,230969
2018,ALABAMA,5,REPUBLICAN,159063,260673
2018,ALABAMA,6,REPUBLICAN,192542,278328
2018,ALABAMA,7,DEMOCRAT,185010,189163
2018,ALASKA,0,REPUBLICAN,149779,282166
2018,ARIZONA,1,DEMOCRAT,143240,266089
2018,ARIZONA,2,DEMOCRAT,161000,294152
2018,ARIZONA,3,DEMOCRAT,114650,179518
2018,ARIZONA,4,REPUBLICAN,188842,277035
2018,ARIZONA,5,REPUBLICAN,186037,313064
2018,ARIZONA,6,REPUBLICAN,173140,313699
2018,ARIZONA,7,DEMOCRAT,113044,132051
2018,ARIZONA,8,REPUBLICAN,168835,304417
2018,ARIZONA,9,DEMOCRAT,159583,261245
2018,ARKANSAS,1,REPUBLICAN,138757,201245
2018,ARKANSAS,2,REPUBLICAN,132125,253453
2018,ARKANSAS,3,REPUBLICAN,148717,229708
2018,ARKANSAS,4,REPUBLICAN,136740,204892
2018,CALIFORNIA,1,REPUBLICAN,160046,291594
2018,CALIFORNIA,2,DEMOCRAT,243081,315657
2018,CALIFORNIA,3,DEMOCRAT,134875,232251
2018,CALIFORNIA,4,REPUBLICAN,184401,340654
2018,CALIFORNIA,5,DEMOCRAT,205860,261018
2018,CALIFORNIA,6,DEMOCRAT,162411,201939
2018,CALIFORNIA,7,DEMOCRAT,155016,281617
2018,CALIFORNIA,8,REPUBLICAN,102415,170785
2018,CALIFORNIA,9,DEMOCRAT,113414,200763
2018,CALIFORNIA,10,DEMOCRAT,115945,221900
2018,CALIFORNIA,11,DEMOCRAT,204369,275681
2018,CALIFORNIA,12,DEMOCRAT,275292,317072
2018,CALIFORNIA,13,DEMOCRAT,260580,294837
2018,CALIFORNIA,14,DEMOCRAT,211384,266823
2018,CALIFORNIA,15,DEMOCRAT,177989,243929
2018,CALIFORNIA,16,DEMOCRAT,82266,142959
2018,CALIFORNIA,17,DEMOCRAT,159105,211162
2018,CALIFORNIA,18,DEMOCRAT,225142,302238
2018,CALIFORNIA,19,DEMOCRAT,162496,220319
2018,CALIFORNIA,20,DEMOCRAT,183677,225721
2018,CALIFORNIA,21,DEMOCRAT,57239,113616
2018,CALIFORNIA,22,REPUBLICAN,117243,222379
2018,CALIFORNIA,23,REPUBLICAN,131113,205774
2018,CALIFORNIA,24,DEMOCRAT,166550,284431
2018,CALIFORNIA,25,DEMOCRAT,133209,245022
2018,CALIFORNIA,26,DEMOCRAT,158216,255426
2018,CALIFORNIA,27,DEMOCRAT,160504,202636
2018,CALIFORNIA,28,DEMOCRAT,196662,250934
2018,CALIFORNIA,29,DEMOCRAT,124697,154692
2018,CALIFORNIA,30,DEMOCRAT,191573,260993
2018,CALIFORNIA,31,DEMOCRAT,110143,187495
2018,CALIFORNIA,32,DEMOCRAT,121759,177031
2018,CALIFORNIA,33,DEMOCRAT,219091,312860
2018,CALIFORNIA,34,DEMOCRAT,110195,151906
2018,CALIFORNIA,35,DEMOCRAT,103420,149024
2018,CALIFORNIA,36,DEMOCRAT,122169,207008
2018,CALIFORNIA,37,DEMOCRAT,210555,236378
2018,CALIFORNIA,38,DEMOCRAT,139188,202156
2018,CALIFORNIA,39,DEMOCRAT,126002,244393
2018,CALIFORNIA,40,DEMOCRAT,93938,121449
2018,CALIFORNIA,41,DEMOCRAT,108227,166248
2018,CALIFORNIA,42,REPUBLICAN,131040,231932
2018,CALIFORNIA,43,DEMOCRAT,152272,196052
2018,CALIFORNIA,44,DEMOCRAT,97944,143322
2018,CALIFORNIA,45,DEMOCRAT,158906,305289
2018,CALIFORNIA,46,DEMOCRAT,102278,147916
2018,CALIFORNIA,47,DEMOCRAT,143354,221036
2018,CALIFORNIA,48,DEMOCRAT,157837,294736
2018,CALIFORNIA,49,DEMOCRAT,166453,295030
2018,CALIFORNIA,50,REPUBLICAN,134362,259810
2018,CALIFORNIA,51,DEMOCRAT,109527,153828
2018,CALIFORNIA,52,DEMOCRAT,188992,296007
2018,CALIFORNIA,53,DEMOCRAT,185667,268794
2018,COLORADO,1,DEMOCRAT,272886,369693
2018,COLORADO,2,DEMOCRAT,259608,430614
2018,COLORADO,3,REPUBLICAN,173205,336189
2018,COLORADO,4,REPUBLICAN,224038,369582
2018,COLORADO,5,REPUBLICAN,184002,322645
2018,COLORADO,6,DEMOCRAT,187639,346817
2018,COLORADO,7,DEMOCRAT,204260,338006
2018,CONNECTICUT,1,DEMOCRAT,166155,274140
2018,CONNECTICUT,2,DEMOCRAT,167659,289114
2018,CONNECTICUT,3,DEMOCRAT,163211,270239
2018,CONNECTICUT,4,DEMOCRAT,168726,275651
2018,CONNECTICUT,5,DEMOCRAT,142901,270664
2018,DELAWARE,0,DEMOCRAT,227353,352737
2018,FLORIDA,1,REPUBLICAN,216189,322388
2018,FLORIDA,2,REPUBLICAN,199335,295568
2018,FLORIDA,3,REPUBLICAN,176616,306496
2018,FLORIDA,4,REPUBLICAN,248420,381249
2018,FLORIDA,5,DEMOCRAT,180527,270326
2018,FLORIDA,6,REPUBLICAN,187891,333649
2018,FLORIDA,7,DEMOCRAT,183113,317398
2018,FLORIDA,8,REPUBLICAN,218112,360527
2018,FLORIDA,9,DEMOCRAT,172172,296737
2018,FLORIDA,10,DEMOCRAT,1,1
2018,FLORIDA,11,REPUBLICAN,239395,367506
2018,FLORIDA,12,REPUBLICAN,194564,334918
2018,FLORIDA,13,DEMOCRAT,182717,316971
2018,FLORIDA,14,DEMOCRAT,1,1
2018,FLORIDA,15,REPUBLICAN,151380,285532
2018,FLORIDA,16,REPUBLICAN,197483,361946
2018,FLORIDA,17,REPUBLICAN,193326,310520
2018,FLORIDA,18,REPUBLICAN,185905,342359
2018,FLORIDA,19,REPUBLICAN,211465,339607
2018,FLORIDA,20,DEMOCRAT,202659,202824
2018,FLORIDA,21,DEMOCRAT,1,1
2018,FLORIDA,22,DEMOCRAT,184634,297683
2018,FLORIDA,23,DEMOCRAT,161611,276366
2018,FLORIDA,24,DEMOCRAT,1,1
2018,FLORIDA,25,REPUBLICAN,128672,212845
2018,FLORIDA,26,DEMOCRAT,119797,235475
2018,FLORIDA,27,DEMOCRAT,130743,252586
2018,GEORGIA,1,REPUBLICAN,144741,250683
2018,GEORGIA,2,DEMOCRAT,136699,229171
2018,GEORGIA,3,REPUBLICAN,191996,293006
2018,GEORGIA,4,DEMOCRAT,227717,288809
2018,GEORGIA,5,DEMOCRAT,275406,275406
2018,GEORGIA,6,DEMOCRAT,160139,317014
2018,GEORGIA,7,REPUBLICAN,140430,280441
2018,GEORGIA,8,REPUBLICAN,198152,198152
2018,GEORGIA,9,REPUBLICAN,224661,282573
2018,GEORGIA,10,REPUBLICAN,190396,302735
2018,GEORGIA,11,REPUBLICAN,191887,310540
2018,GEORGIA,12,REPUBLICAN,148986,250489
2018,GEORGIA,13,DEMOCRAT,223157,292917
2018,GEORGIA,14,REPUBLICAN,175743,229724
2018,HAWAII,1,DEMOCRAT,134650,184211
2018,HAWAII,2,DEMOCRAT,153271,198121
2018,IDAHO,1,REPUBLICAN,197719,315069
2018,IDAHO,2,REPUBLICAN,170274,280655
2018,ILLINOIS,1,DEMOCRAT,189560,257885
2018,ILLINOIS,2,DEMOCRAT,190684,235251
2018,ILLINOIS,3,DEMOCRAT,163053,223334
2018,ILLINOIS,4,DEMOCRAT,143895,166189
2018,ILLINOIS,5,DEMOCRAT,213992,279131
2018,ILLINOIS,6,DEMOCRAT,169001,315446
2018,ILLINOIS,7,DEMOCRAT,215746,246243
2018,ILLINOIS,8,DEMOCRAT,130054,197127
2018,ILLINOIS,9,DEMOCRAT,213368,290351
2018,ILLINOIS,10,DEMOCRAT,156540,238664
2018,ILLINOIS,11,DEMOCRAT,145407,227765
2018,ILLINOIS,12,REPUBLICAN,134884,261543
2018,ILLINOIS,13,REPUBLICAN,136516,270981
2018,ILLINOIS,14,DEMOCRAT,156035,297199
2018,ILLINOIS,15,REPUBLICAN,181294,255608
2018,ILLINOIS,16,REPUBLICAN,151254,255825
2018,ILLINOIS,17,DEMOCRAT,142659,229749
2018,ILLINOIS,18,REPUBLICAN,195927,291413
2018,INDIANA,1,DEMOCRAT,159611,245209
2018,INDIANA,2,REPUBLICAN,125499,228889
2018,INDIANA,3,REPUBLICAN,158927,245537
2018,INDIANA,4,REPUBLICAN,156539,244363
2018,INDIANA,5,REPUBLICAN,180035,317177
2018,INDIANA,6,REPUBLICAN,154260,241726
2018,INDIANA,7,DEMOCRAT,141139,217596
2018,INDIANA,8,REPUBLICAN,157396,244291
2018,INDIANA,9,REPUBLICAN,153271,271361
2018,IOWA,1,DEMOCRAT,170342,334243
2018,IOWA,2,DEMOCRAT,171446,312913
2018,IOWA,3,DEMOCRAT,175642,356241
2018,IOWA,4,REPUBLICAN,157676,313251
2018,KANSAS,1,REPUBLICAN,153082,224640
2018,KANSAS,2,REPUBLICAN,126098,264688
2018,KANSAS,3,DEMOCRAT,170518,318301
2018,KANSAS,4,REPUBLICAN,144248,242693
2018,KENTUCKY,1,REPUBLICAN,172167,251016
2018,KENTUCKY,2,REPUBLICAN,171700,257345
2018,KENTUCKY,3,DEMOCRAT,173002,278720
2018,KENTUCKY,4,REPUBLICAN,162946,261812
2018,KENTUCKY,5,REPUBLICAN,172093,218017
2018,KENTUCKY,6,REPUBLICAN,154468,302888
2018,LOUISIANA,1,REPUBLICAN,192555,269325
2018,LOUISIANA,2,DEMOCRAT,190182,235982
2018,LOUISIANA,3,REPUBLICAN,136876,245943
2018,LOUISIANA,4,REPUBLICAN,139326,216872
2018,LOUISIANA,5,REPUBLICAN,149018,223946
2018,LOUISIANA,6,REPUBLICAN,186553,268525
2018,MAINE,1,DEMOCRAT,201195,342053
2018,MAINE,2,DEMOCRAT,139231,281371
2018,MARYLAND,1,REPUBLICAN,183662,306132
2018,MARYLAND,2,DEMOCRAT,167201,253302
2018,MARYLAND,3,DEMOCRAT,202407,292880
2018,MARYLAND,4,DEMOCRAT,209642,268583
2018,MARYLAND,5,DEMOCRAT,213796,304209
2018,MARYLAND,6,DEMOCRAT,163346,276974
2018,MARYLAND,7,DEMOCRAT,202345,264710
2018,MARYLAND,8,DEMOCRAT,217679,319330
2018,MASSACHUSETTS,1,DEMOCRAT,211790,216900
2018,MASSACHUSETTS,2,DEMOCRAT,191332,284893
2018,MASSACHUSETTS,3,DEMOCRAT,173175,279327
2018,MASSACHUSETTS,4,DEMOCRAT,245289,251016
2018,MASSACHUSETTS,5,DEMOCRAT,236243,311324
2018,MASSACHUSETTS,6,DEMOCRAT,217703,333975
2018,MASSACHUSETTS,7,DEMOCRAT,216559,220411
2018,MASSACHUSETTS,8,DEMOCRAT,259159,263307
2018,MASSACHUSETTS,9,DEMOCRAT,192347,323928
2018,MICHIGAN,1,REPUBLICAN,187251,332497
2018,MICHIGAN,2,REPUBLICAN,168970,305463
2018,MICHIGAN,3,REPUBLICAN,169107,310740
2018,MICHIGAN,4,REPUBLICAN,178510,285050
2018,MICHIGAN,5,DEMOCRAT,164502,276413
2018,MICHIGAN,6,REPUBLICAN,147436,293438
2018,MICHIGAN,7,REPUBLICAN,158730,295060
2018,MICHIGAN,8,DEMOCRAT,172880,341593
2018,MICHIGAN,9,DEMOCRAT,181734,304563
2018,MICHIGAN,10,REPUBLICAN,182808,303064
2018,MICHIGAN,11,DEMOCRAT,181912,350901
2018,MICHIGAN,12,DEMOCRAT,200588,294628
2018,MICHIGAN,13,DEMOCRAT,165355,196299
2018,MICHIGAN,14,DEMOCRAT,214334,264994
2018,MINNESOTA,1,REPUBLICAN,146200,291661
2018,MINNESOTA,2,DEMOCRATIC-FARMER-LABOR,177958,337968
2018,MINNESOTA,3,DEMOCRATIC-FARMER-LABOR,202404,363949
2018,MINNESOTA,4,DEMOCRATIC-FARMER-LABOR,216865,328614
2018,MINNESOTA,5,DEMOCRATIC-FARMER-LABOR,267703,343358
2018,MINNESOTA,6,REPUBLICAN,192931,315726
2018,MINNESOTA,7,DEMOCRATIC-FARMER-LABOR,146672,281509
2018,MINNESOTA,8,REPUBLICAN,159364,314211
2018,MISSISSIPPI,1,REPUBLICAN,158245,236521
2018,MISSISSIPPI,2,DEMOCRAT,158921,221379
2018,MISSISSIPPI,3,REPUBLICAN,160284,257271
2018,MISSISSIPPI,4,REPUBLICAN,152633,223732
2018,MISSOURI,1,DEMOCRAT,219781,274375
2018,MISSOURI,2,REPUBLICAN,192477,376066
2018,MISSOURI,3,REPUBLICAN,211243,324608
2018,MISSOURI,4,REPUBLICAN,190138,293316
2018,MISSOURI,5,DEMOCRAT,175019,283785
2018,MISSOURI,6,REPUBLICAN,199796,305409
2018,MISSOURI,7,REPUBLICAN,196343,296455
2018,MISSOURI,8,REPUBLICAN,194042,264399
2018,MONTANA,0,REPUBLICAN,256661,504421
2018,NEBRASKA,1,REPUBLICAN,141712,234781
2018,NEBRASKA,2,REPUBLICAN,126715,248485
2018,NEBRASKA,3,REPUBLICAN,163650,213304
2018,NEVADA,1,DEMOCRAT,100707,152201
2018,NEVADA,2,REPUBLICAN,167435,287537
2018,NEVADA,3,DEMOCRAT,148501,286168
2018,NEVADA,4,DEMOCRAT,121962,234868
2018,NEW HAMPSHIRE,1,DEMOCRAT,155884,291039
2018,NEW HAMPSHIRE,2,DEMOCRAT,155358,279705
2018,NEW JERSEY,1,DEMOCRAT,169628,263418
2018,NEW JERSEY,2,DEMOCRAT,136685,258363
2018,NEW JERSEY,3,DEMOCRAT,153473,306875
2018,NEW JERSEY,4,REPUBLICAN,163065,294348
2018,NEW JERSEY,5,DEMOCRAT,169546,301823
2018,NEW JERSEY,6,DEMOCRAT,140752,221195
2018,NEW JERSEY,7,DEMOCRAT,166985,322742
2018,NEW JERSEY,8,DEMOCRAT,119881,153455
2018,NEW JERSEY,9,DEMOCRAT,140832,200416
2018,NEW JERSEY,10,DEMOCRAT,175253,200159
2018,NEW JERSEY,11,DEMOCRAT,183684,323574
2018,NEW JERSEY,12,DEMOCRAT,173334,252375
2018,NEW MEXICO,1,DEMOCRAT,147336,249162
2018,NEW MEXICO,2,DEMOCRAT,101489,199256
2018,NEW MEXICO,3,DEMOCRAT,155201,244893
2018,NEW YORK,1,DEMOCRAT,124213,270053
2018,NEW YORK,2,REPUBLICAN,112565,241217
2018,NEW YORK,3,DEMOCRAT,149937,267062
2018,NEW YORK,4,DEMOCRAT,156728,260206
2018,NEW YORK,5,DEMOCRAT,160500,161471
2018,NEW YORK,6,DEMOCRAT,104293,123421
2018,NEW YORK,7,DEMOCRAT,134125,157302
2018,NEW YORK,8,DEMOCRAT,170850,191567
2018,NEW YORK,9,DEMOCRAT,167269,203423
2018,NEW YORK,10,DEMOCRAT,162131,210958
2018,NEW YORK,11,DEMOCRAT,96850,192173
2018,NEW YORK,12,DEMOCRAT,205858,251877
2018,NEW YORK,13,DEMOCRAT,171341,190688
2018,NEW YORK,14,DEMOCRAT,110318,141204
2018,NEW YORK,15,DEMOCRAT,122007,129751
2018,NEW YORK,16,DEMOCRAT,172815,183356
2018,NEW YORK,17,DEMOCRAT,159923,193841
2018,NEW YORK,18,DEMOCRAT,126368,251690
2018,NEW YORK,19,DEMOCRAT,135582,287986
2018,NEW YORK,20,DEMOCRAT,161330,266014
2018,NEW YORK,21,REPUBLICAN,116433,235267
2018,NEW YORK,22,DEMOCRAT,116001,251212
2018,NEW YORK,23,REPUBLICAN,114722,240374
2018,NEW YORK,24,DEMOCRAT,115902,260477
2018,NEW YORK,25,DEMOCRAT,147979,270120
2018,NEW YORK,26,DEMOCRAT,156968,230663
2018,NEW YORK,27,DEMOCRAT,128167,285300
2018,NORTH CAROLINA,1,DEMOCRAT,190457,272675
2018,NORTH CAROLINA,2,REPUBLICAN,170072,331704
2018,NORTH CAROLINA,3,REPUBLICAN,187901,187901
2018,NORTH CAROLINA,4,DEMOCRAT,247067,341403
2018,NORTH CAROLINA,5,REPUBLICAN,159917,280385
2018,NORTH CAROLINA,6,REPUBLICAN,160709,284360
2018,NORTH CAROLINA,7,REPUBLICAN,156809,282312
2018,NORTH CAROLINA,8,REPUBLICAN,141402,255521
2018,NORTH CAROLINA,9,REPUBLICAN,139246,282717
2018,NORTH CAROLINA,10,REPUBLICAN,164969,278228
2018,NORTH CAROLINA,11,REPUBLICAN,178012,300666
2018,NORTH CAROLINA,12,DEMOCRAT,203974,279138
2018,NORTH CAROLINA,13,REPUBLICAN,147570,286316
2018,NORTH DAKOTA,0,REPUBLICAN,193568,321532
2018,OHIO,1,REPUBLICAN,154409,300871
2018,OHIO,2,REPUBLICAN,166714,289661
2018,OHIO,3,DEMOCRAT,181575,246677
2018,OHIO,4,REPUBLICAN,167993,257405
2018,OHIO,5,REPUBLICAN,176569,283617
2018,OHIO,6,REPUBLICAN,172774,249490
2018,OHIO,7,REPUBLICAN,153117,260653
2018,OHIO,8,REPUBLICAN,173852,261133
2018,OHIO,9,DEMOCRAT,157219,231937
2018,OHIO,10,REPUBLICAN,157554,281726
2018,OHIO,11,DEMOCRAT,206138,250660
2018,OHIO,12,REPUBLICAN,175677,341647
2018,OHIO,13,DEMOCRAT,153323,251370
2018,OHIO,14,REPUBLICAN,169809,307358
2018,OHIO,15,REPUBLICAN,170593,292443
2018,OHIO,16,REPUBLICAN,170029,299710
2018,OKLAHOMA,1,REPUBLICAN,150129,253171
2018,OKLAHOMA,2,REPUBLICAN,140451,216002
2018,OKLAHOMA,3,REPUBLICAN,172913,234065
2018,OKLAHOMA,4,REPUBLICAN,149227,236638
2018,OKLAHOMA,5,DEMOCRAT,121149,238960
2018,OREGON,1,DEMOCRAT,231198,363249
2018,OREGON,2,REPUBLICAN,207597,368709
2018,OREGON,3,DEMOCRAT,279019,384326
2018,OREGON,4,DEMOCRAT,208710,372893
2018,OREGON,5,DEMOCRAT,197187,358469
2018,PENNSYLVANIA,1,REPUBLICAN,169053,329798
2018,PENNSYLVANIA,2,DEMOCRAT,159600,201982
2018,PENNSYLVANIA,3,DEMOCRAT,287610,307997
2018,PENNSYLVANIA,4,DEMOCRAT,211524,332991
2018,PENNSYLVANIA,5,DEMOCRAT,198639,304714
2018,PENNSYLVANIA,6,DEMOCRAT,177704,301828
2018,PENNSYLVANIA,7,DEMOCRAT,140813,263261
2018,PENNSYLVANIA,8,DEMOCRAT,135603,248166
2018,PENNSYLVANIA,9,REPUBLICAN,148723,248927
2018,PENNSYLVANIA,10,REPUBLICAN,149365,291033
2018,PENNSYLVANIA,11,REPUBLICAN,163708,277584
2018,PENNSYLVANIA,12,REPUBLICAN,161047,243872
2018,PENNSYLVANIA,13,REPUBLICAN,178533,253266
2018,PENNSYLVANIA,14,REPUBLICAN,151386,261437
2018,PENNSYLVANIA,15,REPUBLICAN,165245,243572
2018,PENNSYLVANIA,16,REPUBLICAN,135348,262396
2018,PENNSYLVANIA,17,DEMOCRAT,183162,325579
2018,PENNSYLVANIA,18,DEMOCRAT,231472,231472
2018,RHODE ISLAND,1,DEMOCRAT,116099,174083
2018,RHODE ISLAND,2,DEMOCRAT,126476,199197
2018,SOUTH CAROLINA,1,DEMOCRAT,145455,287433
2018,SOUTH CAROLINA,2,REPUBLICAN,144642,257139
2018,SOUTH CAROLINA,3,REPUBLICAN,153338,226204
2018,SOUTH CAROLINA,4,REPUBLICAN,145321,243950
2018,SOUTH CAROLINA,5,REPUBLICAN,141757,248579
2018,SOUTH CAROLINA,6,DEMOCRAT,144765,206433
2018,SOUTH CAROLINA,7,REPUBLICAN,142681,239554
2018,SOUTH DAKOTA,0,REPUBLICAN,202446,335471
2018,TENNESSEE,1,REPUBLICAN,172835,224282
2018,TENNESSEE,2,REPUBLICAN,172856,262134
2018,TENNESSEE,3,REPUBLICAN,156512,245765
2018,TENNESSEE,4,REPUBLICAN,147323,232451
2018,TENNESSEE,5,DEMOCRAT,177923,262248
2018,TENNESSEE,6,REPUBLICAN,172810,248740
2018,TENNESSEE,7,REPUBLICAN,170071,254384
2018,TENNESSEE,8,REPUBLICAN,168030,248345
2018,TENNESSEE,9,DEMOCRAT,145139,181476
2018,TEXAS,1,REPUBLICAN,168165,232720
2018,TEXAS,2,REPUBLICAN,139188,263392
2018,TEXAS,3,REPUBLICAN,169520,312511
2018,TEXAS,4,REPUBLICAN,188667,249245
2018,TEXAS,5,REPUBLICAN,130617,209507
2018,TEXAS,6,REPUBLICAN,135961,256042
2018,TEXAS,7,DEMOCRAT,127959,243601
2018,TEXAS,8,REPUBLICAN,200619,273170
2018,TEXAS,9,DEMOCRAT,136256,153001
2018,TEXAS,10,REPUBLICAN,157166,307827
2018,TEXAS,11,REPUBLICAN,176603,220377
2018,TEXAS,12,REPUBLICAN,172557,268491
2018,TEXAS,13,REPUBLICAN,169027,207285
2018,TEXAS,14,REPUBLICAN,138942,234528
2018,TEXAS,15,DEMOCRAT,98333,164802
2018,TEXAS,16,DEMOCRAT,124437,181754
2018,TEXAS,17,REPUBLICAN,134841,237351
2018,TEXAS,18,DEMOCRAT,138704,184332
2018,TEXAS,19,REPUBLICAN,151946,201985
2018,TEXAS,20,DEMOCRAT,139038,171963
2018,TEXAS,21,REPUBLICAN,177654,353617
2018,TEXAS,22,REPUBLICAN,152750,297405
2018,TEXAS,23,REPUBLICAN,103285,210069
2018,TEXAS,24,REPUBLICAN,133317,263418
2018,TEXAS,25,REPUBLICAN,163023,304553
2018,TEXAS,26,REPUBLICAN,185551,312505
2018,TEXAS,27,REPUBLICAN,125118,207421
2018,TEXAS,28,DEMOCRAT,117494,139226
2018,TEXAS,29,DEMOCRAT,88188,117494
2018,TEXAS,30,DEMOCRAT,166784,183174
2018,TEXAS,31,REPUBLICAN,144680,286007
2018,TEXAS,32,DEMOCRAT,144067,275620
2018,TEXAS,33,DEMOCRAT,90805,119224
2018,TEXAS,34,DEMOCRAT,85825,143068
2018,TEXAS,35,DEMOCRAT,138278,194067
2018,TEXAS,36,REPUBLICAN,161048,221956
2018,UTAH,1,REPUBLICAN,156692,254333
2018,UTAH,2,REPUBLICAN,151489,270044
2018,UTAH,3,REPUBLICAN,174856,258858
2018,UTAH,4,DEMOCRAT,134964,269271
2018,VERMONT,0,DEMOCRAT,188547,272451
2018,VIRGINIA,1,REPUBLICAN,183250,332101
2018,VIRGINIA,2,DEMOCRAT,139571,273400
2018,VIRGINIA,3,DEMOCRAT,198615,217722
2018,VIRGINIA,4,DEMOCRAT,187642,299854
2018,VIRGINIA,5,REPUBLICAN,165339,310926
2018,VIRGINIA,6,REPUBLICAN,167957,281377
2018,VIRGINIA,7,DEMOCRAT,176079,349803
2018,VIRGINIA,8,DEMOCRAT,247137,324748
2018,VIRGINIA,9,REPUBLICAN,160933,246980
2018,VIRGINIA,10,DEMOCRAT,206356,367795
2018,VIRGINIA,11,DEMOCRAT,219191,308250
