"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Indiana"	"18"	"36 years"	"36"	"Female"	"F"	"2019"	"2019"	70	42687	164.0
	"Indiana"	"18"	"36 years"	"36"	"Female"	"F"	"2020 "	"2020"	65	41573	156.4
	"Indiana"	"18"	"37 years"	"37"	"Female"	"F"	"2013"	"2013"	48	39108	122.7
	"Indiana"	"18"	"37 years"	"37"	"Female"	"F"	"2014"	"2014"	51	40327	126.5
	"Indiana"	"18"	"37 years"	"37"	"Female"	"F"	"2015"	"2015"	45	40244	111.8
	"Indiana"	"18"	"37 years"	"37"	"Female"	"F"	"2016"	"2016"	52	41399	125.6
	"Indiana"	"18"	"37 years"	"37"	"Female"	"F"	"2017"	"2017"	70	43753	160.0
	"Indiana"	"18"	"37 years"	"37"	"Female"	"F"	"2018"	"2018"	63	42856	147.0
	"Indiana"	"18"	"37 years"	"37"	"Female"	"F"	"2019"	"2019"	63	42823	147.1
	"Indiana"	"18"	"37 years"	"37"	"Female"	"F"	"2020 "	"2020"	77	42891	179.5
	"Indiana"	"18"	"38 years"	"38"	"Female"	"F"	"2013"	"2013"	51	40554	125.8
	"Indiana"	"18"	"38 years"	"38"	"Female"	"F"	"2014"	"2014"	56	39004	143.6
	"Indiana"	"18"	"38 years"	"38"	"Female"	"F"	"2015"	"2015"	53	40252	131.7
	"Indiana"	"18"	"38 years"	"38"	"Female"	"F"	"2016"	"2016"	63	40069	157.2
	"Indiana"	"18"	"38 years"	"38"	"Female"	"F"	"2017"	"2017"	49	41572	117.9
	"Indiana"	"18"	"38 years"	"38"	"Female"	"F"	"2018"	"2018"	65	43897	148.1
	"Indiana"	"18"	"38 years"	"38"	"Female"	"F"	"2019"	"2019"	71	43009	165.1
	"Indiana"	"18"	"38 years"	"38"	"Female"	"F"	"2020 "	"2020"	79	42861	184.3
	"Indiana"	"18"	"39 years"	"39"	"Female"	"F"	"2013"	"2013"	55	39246	140.1
	"Indiana"	"18"	"39 years"	"39"	"Female"	"F"	"2014"	"2014"	59	40593	145.3
	"Indiana"	"18"	"39 years"	"39"	"Female"	"F"	"2015"	"2015"	71	39087	181.6
	"Indiana"	"18"	"39 years"	"39"	"Female"	"F"	"2016"	"2016"	69	40102	172.1
	"Indiana"	"18"	"39 years"	"39"	"Female"	"F"	"2017"	"2017"	86	40518	212.3
	"Indiana"	"18"	"39 years"	"39"	"Female"	"F"	"2018"	"2018"	69	41738	165.3
	"Indiana"	"18"	"39 years"	"39"	"Female"	"F"	"2019"	"2019"	62	44079	140.7
	"Indiana"	"18"	"39 years"	"39"	"Female"	"F"	"2020 "	"2020"	86	42995	200.0
	"Indiana"	"18"	"40 years"	"40"	"Female"	"F"	"2013"	"2013"	60	40099	149.6
	"Indiana"	"18"	"40 years"	"40"	"Female"	"F"	"2014"	"2014"	64	39239	163.1
	"Indiana"	"18"	"40 years"	"40"	"Female"	"F"	"2015"	"2015"	56	40454	138.4
	"Indiana"	"18"	"40 years"	"40"	"Female"	"F"	"2016"	"2016"	56	38949	143.8
	"Indiana"	"18"	"40 years"	"40"	"Female"	"F"	"2017"	"2017"	74	40029	184.9
	"Indiana"	"18"	"40 years"	"40"	"Female"	"F"	"2018"	"2018"	64	40478	158.1
	"Indiana"	"18"	"40 years"	"40"	"Female"	"F"	"2019"	"2019"	69	41693	165.5
	"Indiana"	"18"	"40 years"	"40"	"Female"	"F"	"2020 "	"2020"	90	44067	204.2
	"Indiana"	"18"	"41 years"	"41"	"Female"	"F"	"2013"	"2013"	61	42274	144.3
	"Indiana"	"18"	"41 years"	"41"	"Female"	"F"	"2014"	"2014"	80	40106	199.5
	"Indiana"	"18"	"41 years"	"41"	"Female"	"F"	"2015"	"2015"	68	39203	173.5
	"Indiana"	"18"	"41 years"	"41"	"Female"	"F"	"2016"	"2016"	63	40270	156.4
	"Indiana"	"18"	"41 years"	"41"	"Female"	"F"	"2017"	"2017"	83	39115	212.2
	"Indiana"	"18"	"41 years"	"41"	"Female"	"F"	"2018"	"2018"	68	40047	169.8
	"Indiana"	"18"	"41 years"	"41"	"Female"	"F"	"2019"	"2019"	89	40522	219.6
	"Indiana"	"18"	"41 years"	"41"	"Female"	"F"	"2020 "	"2020"	82	41674	196.8
	"Indiana"	"18"	"42 years"	"42"	"Female"	"F"	"2013"	"2013"	77	44525	172.9
	"Indiana"	"18"	"42 years"	"42"	"Female"	"F"	"2014"	"2014"	82	42249	194.1
	"Indiana"	"18"	"42 years"	"42"	"Female"	"F"	"2015"	"2015"	71	40044	177.3
	"Indiana"	"18"	"42 years"	"42"	"Female"	"F"	"2016"	"2016"	73	38947	187.4
	"Indiana"	"18"	"42 years"	"42"	"Female"	"F"	"2017"	"2017"	79	40237	196.3
	"Indiana"	"18"	"42 years"	"42"	"Female"	"F"	"2018"	"2018"	86	39028	220.4
	"Indiana"	"18"	"42 years"	"42"	"Female"	"F"	"2019"	"2019"	72	40031	179.9
	"Indiana"	"18"	"42 years"	"42"	"Female"	"F"	"2020 "	"2020"	90	40574	221.8
	"Indiana"	"18"	"43 years"	"43"	"Female"	"F"	"2013"	"2013"	74	44061	167.9
	"Indiana"	"18"	"43 years"	"43"	"Female"	"F"	"2014"	"2014"	75	44454	168.7
	"Indiana"	"18"	"43 years"	"43"	"Female"	"F"	"2015"	"2015"	81	42208	191.9
	"Indiana"	"18"	"43 years"	"43"	"Female"	"F"	"2016"	"2016"	86	39822	216.0
	"Indiana"	"18"	"43 years"	"43"	"Female"	"F"	"2017"	"2017"	80	38857	205.9
	"Indiana"	"18"	"43 years"	"43"	"Female"	"F"	"2018"	"2018"	82	40060	204.7
	"Indiana"	"18"	"43 years"	"43"	"Female"	"F"	"2019"	"2019"	96	39038	245.9
	"Indiana"	"18"	"43 years"	"43"	"Female"	"F"	"2020 "	"2020"	102	40027	254.8
	"Indiana"	"18"	"44 years"	"44"	"Female"	"F"	"2013"	"2013"	83	41582	199.6
	"Indiana"	"18"	"44 years"	"44"	"Female"	"F"	"2014"	"2014"	103	43977	234.2
	"Indiana"	"18"	"44 years"	"44"	"Female"	"F"	"2015"	"2015"	116	44436	261.0
	"Indiana"	"18"	"44 years"	"44"	"Female"	"F"	"2016"	"2016"	93	41932	221.8
	"Indiana"	"18"	"44 years"	"44"	"Female"	"F"	"2017"	"2017"	103	39902	258.1
	"Indiana"	"18"	"44 years"	"44"	"Female"	"F"	"2018"	"2018"	104	38790	268.1
	"Indiana"	"18"	"44 years"	"44"	"Female"	"F"	"2019"	"2019"	108	40099	269.3
	"Indiana"	"18"	"44 years"	"44"	"Female"	"F"	"2020 "	"2020"	95	38950	243.9
	"Indiana"	"18"	"45 years"	"45"	"Female"	"F"	"2013"	"2013"	88	40985	214.7
	"Indiana"	"18"	"45 years"	"45"	"Female"	"F"	"2014"	"2014"	95	41518	228.8
	"Indiana"	"18"	"45 years"	"45"	"Female"	"F"	"2015"	"2015"	108	43796	246.6
	"Indiana"	"18"	"45 years"	"45"	"Female"	"F"	"2016"	"2016"	110	44219	248.8
	"Indiana"	"18"	"45 years"	"45"	"Female"	"F"	"2017"	"2017"	125	41596	300.5
	"Indiana"	"18"	"45 years"	"45"	"Female"	"F"	"2018"	"2018"	105	39878	263.3
	"Indiana"	"18"	"45 years"	"45"	"Female"	"F"	"2019"	"2019"	96	38806	247.4
	"Indiana"	"18"	"45 years"	"45"	"Female"	"F"	"2020 "	"2020"	120	40070	299.5
	"Indiana"	"18"	"46 years"	"46"	"Female"	"F"	"2013"	"2013"	130	41729	311.5
	"Indiana"	"18"	"46 years"	"46"	"Female"	"F"	"2014"	"2014"	114	40847	279.1
	"Indiana"	"18"	"46 years"	"46"	"Female"	"F"	"2015"	"2015"	105	41278	254.4
	"Indiana"	"18"	"46 years"	"46"	"Female"	"F"	"2016"	"2016"	98	43512	225.2
	"Indiana"	"18"	"46 years"	"46"	"Female"	"F"	"2017"	"2017"	112	44124	253.8
	"Indiana"	"18"	"46 years"	"46"	"Female"	"F"	"2018"	"2018"	125	41507	301.2
	"Indiana"	"18"	"46 years"	"46"	"Female"	"F"	"2019"	"2019"	108	39826	271.2
	"Indiana"	"18"	"46 years"	"46"	"Female"	"F"	"2020 "	"2020"	124	38656	320.8
	"Indiana"	"18"	"47 years"	"47"	"Female"	"F"	"2013"	"2013"	96	42482	226.0
	"Indiana"	"18"	"47 years"	"47"	"Female"	"F"	"2014"	"2014"	119	41619	285.9
	"Indiana"	"18"	"47 years"	"47"	"Female"	"F"	"2015"	"2015"	114	40752	279.7
	"Indiana"	"18"	"47 years"	"47"	"Female"	"F"	"2016"	"2016"	109	41026	265.7
	"Indiana"	"18"	"47 years"	"47"	"Female"	"F"	"2017"	"2017"	121	43646	277.2
	"Indiana"	"18"	"47 years"	"47"	"Female"	"F"	"2018"	"2018"	111	44087	251.8
	"Indiana"	"18"	"47 years"	"47"	"Female"	"F"	"2019"	"2019"	115	41437	277.5
	"Indiana"	"18"	"47 years"	"47"	"Female"	"F"	"2020 "	"2020"	135	39732	339.8
	"Indiana"	"18"	"48 years"	"48"	"Female"	"F"	"2013"	"2013"	149	45506	327.4
	"Indiana"	"18"	"48 years"	"48"	"Female"	"F"	"2014"	"2014"	142	42384	335.0
	"Indiana"	"18"	"48 years"	"48"	"Female"	"F"	"2015"	"2015"	131	41416	316.3
	"Indiana"	"18"	"48 years"	"48"	"Female"	"F"	"2016"	"2016"	127	40487	313.7
	"Indiana"	"18"	"48 years"	"48"	"Female"	"F"	"2017"	"2017"	124	40883	303.3
	"Indiana"	"18"	"48 years"	"48"	"Female"	"F"	"2018"	"2018"	112	43460	257.7
	"Indiana"	"18"	"48 years"	"48"	"Female"	"F"	"2019"	"2019"	138	43942	314.1
	"Indiana"	"18"	"48 years"	"48"	"Female"	"F"	"2020 "	"2020"	133	41279	322.2
	"Indiana"	"18"	"49 years"	"49"	"Female"	"F"	"2013"	"2013"	149	46944	317.4
	"Indiana"	"18"	"49 years"	"49"	"Female"	"F"	"2014"	"2014"	150	45509	329.6
	"Indiana"	"18"	"49 years"	"49"	"Female"	"F"	"2015"	"2015"	129	42228	305.5
	"Indiana"	"18"	"49 years"	"49"	"Female"	"F"	"2016"	"2016"	124	41086	301.8
	"Indiana"	"18"	"49 years"	"49"	"Female"	"F"	"2017"	"2017"	143	40154	356.1
	"Indiana"	"18"	"49 years"	"49"	"Female"	"F"	"2018"	"2018"	145	40700	356.3
	"Indiana"	"18"	"49 years"	"49"	"Female"	"F"	"2019"	"2019"	137	43409	315.6
	"Indiana"	"18"	"49 years"	"49"	"Female"	"F"	"2020 "	"2020"	171	43820	390.2
	"Indiana"	"18"	"50 years"	"50"	"Female"	"F"	"2013"	"2013"	182	46910	388.0
	"Indiana"	"18"	"50 years"	"50"	"Female"	"F"	"2014"	"2014"	177	46760	378.5
	"Indiana"	"18"	"50 years"	"50"	"Female"	"F"	"2015"	"2015"	179	45283	395.3
	"Indiana"	"18"	"50 years"	"50"	"Female"	"F"	"2016"	"2016"	166	41877	396.4
	"Indiana"	"18"	"50 years"	"50"	"Female"	"F"	"2017"	"2017"	162	41049	394.7
	"Indiana"	"18"	"50 years"	"50"	"Female"	"F"	"2018"	"2018"	152	40006	379.9
	"Indiana"	"18"	"50 years"	"50"	"Female"	"F"	"2019"	"2019"	145	40644	356.8
	"Indiana"	"18"	"50 years"	"50"	"Female"	"F"	"2020 "	"2020"	194	43304	448.0
	"Indiana"	"18"	"51 years"	"51"	"Female"	"F"	"2013"	"2013"	193	47344	407.7
	"Indiana"	"18"	"51 years"	"51"	"Female"	"F"	"2014"	"2014"	215	46640	461.0
	"Indiana"	"18"	"51 years"	"51"	"Female"	"F"	"2015"	"2015"	168	46451	361.7
	"Indiana"	"18"	"51 years"	"51"	"Female"	"F"	"2016"	"2016"	178	44871	396.7
	"Indiana"	"18"	"51 years"	"51"	"Female"	"F"	"2017"	"2017"	183	41884	436.9
	"Indiana"	"18"	"51 years"	"51"	"Female"	"F"	"2018"	"2018"	152	40847	372.1
	"Indiana"	"18"	"51 years"	"51"	"Female"	"F"	"2019"	"2019"	157	39838	394.1
	"Indiana"	"18"	"51 years"	"51"	"Female"	"F"	"2020 "	"2020"	172	40462	425.1
	"Indiana"	"18"	"52 years"	"52"	"Female"	"F"	"2013"	"2013"	207	48679	425.2
	"Indiana"	"18"	"52 years"	"52"	"Female"	"F"	"2014"	"2014"	213	47084	452.4
	"Indiana"	"18"	"52 years"	"52"	"Female"	"F"	"2015"	"2015"	209	46388	450.5
	"Indiana"	"18"	"52 years"	"52"	"Female"	"F"	"2016"	"2016"	220	46029	478.0
	"Indiana"	"18"	"52 years"	"52"	"Female"	"F"	"2017"	"2017"	221	44559	496.0
	"Indiana"	"18"	"52 years"	"52"	"Female"	"F"	"2018"	"2018"	165	41556	397.1
	"Indiana"	"18"	"52 years"	"52"	"Female"	"F"	"2019"	"2019"	178	40665	437.7
	"Indiana"	"18"	"52 years"	"52"	"Female"	"F"	"2020 "	"2020"	173	39703	435.7
	"Indiana"	"18"	"53 years"	"53"	"Female"	"F"	"2013"	"2013"	211	48336	436.5
	"Indiana"	"18"	"53 years"	"53"	"Female"	"F"	"2014"	"2014"	230	48419	475.0
	"Indiana"	"18"	"53 years"	"53"	"Female"	"F"	"2015"	"2015"	212	46727	453.7
	"Indiana"	"18"	"53 years"	"53"	"Female"	"F"	"2016"	"2016"	240	46062	521.0
	"Indiana"	"18"	"53 years"	"53"	"Female"	"F"	"2017"	"2017"	218	45786	476.1
	"Indiana"	"18"	"53 years"	"53"	"Female"	"F"	"2018"	"2018"	198	44326	446.7
	"Indiana"	"18"	"53 years"	"53"	"Female"	"F"	"2019"	"2019"	189	41376	456.8
	"Indiana"	"18"	"53 years"	"53"	"Female"	"F"	"2020 "	"2020"	205	40473	506.5
	"Indiana"	"18"	"54 years"	"54"	"Female"	"F"	"2013"	"2013"	226	47372	477.1
	"Indiana"	"18"	"54 years"	"54"	"Female"	"F"	"2014"	"2014"	262	48057	545.2
	"Indiana"	"18"	"54 years"	"54"	"Female"	"F"	"2015"	"2015"	232	48102	482.3
	"Indiana"	"18"	"54 years"	"54"	"Female"	"F"	"2016"	"2016"	264	46321	569.9
	"Indiana"	"18"	"54 years"	"54"	"Female"	"F"	"2017"	"2017"	219	45723	479.0
	"Indiana"	"18"	"54 years"	"54"	"Female"	"F"	"2018"	"2018"	239	45462	525.7
	"Indiana"	"18"	"54 years"	"54"	"Female"	"F"	"2019"	"2019"	214	44079	485.5
	"Indiana"	"18"	"54 years"	"54"	"Female"	"F"	"2020 "	"2020"	227	41169	551.4
	"Indiana"	"18"	"55 years"	"55"	"Female"	"F"	"2013"	"2013"	265	47524	557.6
	"Indiana"	"18"	"55 years"	"55"	"Female"	"F"	"2014"	"2014"	275	47171	583.0
	"Indiana"	"18"	"55 years"	"55"	"Female"	"F"	"2015"	"2015"	253	47625	531.2
	"Indiana"	"18"	"55 years"	"55"	"Female"	"F"	"2016"	"2016"	275	47627	577.4
	"Indiana"	"18"	"55 years"	"55"	"Female"	"F"	"2017"	"2017"	254	46211	549.7
	"Indiana"	"18"	"55 years"	"55"	"Female"	"F"	"2018"	"2018"	236	45487	518.8
	"Indiana"	"18"	"55 years"	"55"	"Female"	"F"	"2019"	"2019"	231	45261	510.4
	"Indiana"	"18"	"55 years"	"55"	"Female"	"F"	"2020 "	"2020"	246	43880	560.6
	"Indiana"	"18"	"56 years"	"56"	"Female"	"F"	"2013"	"2013"	287	47055	609.9
	"Indiana"	"18"	"56 years"	"56"	"Female"	"F"	"2014"	"2014"	279	47252	590.5
	"Indiana"	"18"	"56 years"	"56"	"Female"	"F"	"2015"	"2015"	292	46832	623.5
	"Indiana"	"18"	"56 years"	"56"	"Female"	"F"	"2016"	"2016"	265	47126	562.3
	"Indiana"	"18"	"56 years"	"56"	"Female"	"F"	"2017"	"2017"	302	47315	638.3
	"Indiana"	"18"	"56 years"	"56"	"Female"	"F"	"2018"	"2018"	286	45902	623.1
	"Indiana"	"18"	"56 years"	"56"	"Female"	"F"	"2019"	"2019"	260	45297	574.0
	"Indiana"	"18"	"56 years"	"56"	"Female"	"F"	"2020 "	"2020"	289	45018	642.0
	"Indiana"	"18"	"57 years"	"57"	"Female"	"F"	"2013"	"2013"	264	45339	582.3
	"Indiana"	"18"	"57 years"	"57"	"Female"	"F"	"2014"	"2014"	289	46679	619.1
	"Indiana"	"18"	"57 years"	"57"	"Female"	"F"	"2015"	"2015"	314	46841	670.4
	"Indiana"	"18"	"57 years"	"57"	"Female"	"F"	"2016"	"2016"	312	46338	673.3
	"Indiana"	"18"	"57 years"	"57"	"Female"	"F"	"2017"	"2017"	330	46915	703.4
	"Indiana"	"18"	"57 years"	"57"	"Female"	"F"	"2018"	"2018"	285	47020	606.1
	"Indiana"	"18"	"57 years"	"57"	"Female"	"F"	"2019"	"2019"	316	45606	692.9
	"Indiana"	"18"	"57 years"	"57"	"Female"	"F"	"2020 "	"2020"	344	44940	765.5
	"Indiana"	"18"	"58 years"	"58"	"Female"	"F"	"2013"	"2013"	322	45008	715.4
	"Indiana"	"18"	"58 years"	"58"	"Female"	"F"	"2014"	"2014"	309	45036	686.1
	"Indiana"	"18"	"58 years"	"58"	"Female"	"F"	"2015"	"2015"	317	46352	683.9
	"Indiana"	"18"	"58 years"	"58"	"Female"	"F"	"2016"	"2016"	328	46384	707.1
	"Indiana"	"18"	"58 years"	"58"	"Female"	"F"	"2017"	"2017"	345	45910	751.5
	"Indiana"	"18"	"58 years"	"58"	"Female"	"F"	"2018"	"2018"	289	46606	620.1
	"Indiana"	"18"	"58 years"	"58"	"Female"	"F"	"2019"	"2019"	320	46661	685.8
	"Indiana"	"18"	"58 years"	"58"	"Female"	"F"	"2020 "	"2020"	363	45206	803.0
	"Indiana"	"18"	"59 years"	"59"	"Female"	"F"	"2013"	"2013"	301	43435	693.0
	"Indiana"	"18"	"59 years"	"59"	"Female"	"F"	"2014"	"2014"	323	44686	722.8
	"Indiana"	"18"	"59 years"	"59"	"Female"	"F"	"2015"	"2015"	313	44695	700.3
	"Indiana"	"18"	"59 years"	"59"	"Female"	"F"	"2016"	"2016"	373	45931	812.1
	"Indiana"	"18"	"59 years"	"59"	"Female"	"F"	"2017"	"2017"	344	45998	747.9
	"Indiana"	"18"	"59 years"	"59"	"Female"	"F"	"2018"	"2018"	342	45559	750.7
	"Indiana"	"18"	"59 years"	"59"	"Female"	"F"	"2019"	"2019"	341	46288	736.7
	"Indiana"	"18"	"59 years"	"59"	"Female"	"F"	"2020 "	"2020"	419	46326	904.5
	"Indiana"	"18"	"60 years"	"60"	"Female"	"F"	"2013"	"2013"	335	42159	794.6
	"Indiana"	"18"	"60 years"	"60"	"Female"	"F"	"2014"	"2014"	353	43043	820.1
	"Indiana"	"18"	"60 years"	"60"	"Female"	"F"	"2015"	"2015"	367	44225	829.8
	"Indiana"	"18"	"60 years"	"60"	"Female"	"F"	"2016"	"2016"	317	44239	716.6
	"Indiana"	"18"	"60 years"	"60"	"Female"	"F"	"2017"	"2017"	372	45404	819.3
	"Indiana"	"18"	"60 years"	"60"	"Female"	"F"	"2018"	"2018"	366	45641	801.9
	"Indiana"	"18"	"60 years"	"60"	"Female"	"F"	"2019"	"2019"	370	45190	818.8
	"Indiana"	"18"	"60 years"	"60"	"Female"	"F"	"2020 "	"2020"	427	45821	931.9
	"Indiana"	"18"	"61 years"	"61"	"Female"	"F"	"2013"	"2013"	314	40589	773.6
	"Indiana"	"18"	"61 years"	"61"	"Female"	"F"	"2014"	"2014"	339	41790	811.2
	"Indiana"	"18"	"61 years"	"61"	"Female"	"F"	"2015"	"2015"	349	42621	818.8
	"Indiana"	"18"	"61 years"	"61"	"Female"	"F"	"2016"	"2016"	366	43692	837.7
	"Indiana"	"18"	"61 years"	"61"	"Female"	"F"	"2017"	"2017"	373	43862	850.4
	"Indiana"	"18"	"61 years"	"61"	"Female"	"F"	"2018"	"2018"	402	44888	895.6
	"Indiana"	"18"	"61 years"	"61"	"Female"	"F"	"2019"	"2019"	388	45172	858.9
	"Indiana"	"18"	"61 years"	"61"	"Female"	"F"	"2020 "	"2020"	459	44781	1025.0
	"Indiana"	"18"	"62 years"	"62"	"Female"	"F"	"2013"	"2013"	361	39066	924.1
	"Indiana"	"18"	"62 years"	"62"	"Female"	"F"	"2014"	"2014"	346	40152	861.7
	"Indiana"	"18"	"62 years"	"62"	"Female"	"F"	"2015"	"2015"	366	41369	884.7
	"Indiana"	"18"	"62 years"	"62"	"Female"	"F"	"2016"	"2016"	368	42103	874.0
	"Indiana"	"18"	"62 years"	"62"	"Female"	"F"	"2017"	"2017"	400	43228	925.3
	"Indiana"	"18"	"62 years"	"62"	"Female"	"F"	"2018"	"2018"	427	43369	984.6
	"Indiana"	"18"	"62 years"	"62"	"Female"	"F"	"2019"	"2019"	408	44452	917.8
	"Indiana"	"18"	"62 years"	"62"	"Female"	"F"	"2020 "	"2020"	482	44809	1075.7
	"Indiana"	"18"	"63 years"	"63"	"Female"	"F"	"2013"	"2013"	345	37945	909.2
	"Indiana"	"18"	"63 years"	"63"	"Female"	"F"	"2014"	"2014"	371	38628	960.4
	"Indiana"	"18"	"63 years"	"63"	"Female"	"F"	"2015"	"2015"	410	39700	1032.7
	"Indiana"	"18"	"63 years"	"63"	"Female"	"F"	"2016"	"2016"	376	40722	923.3
	"Indiana"	"18"	"63 years"	"63"	"Female"	"F"	"2017"	"2017"	381	41624	915.3
	"Indiana"	"18"	"63 years"	"63"	"Female"	"F"	"2018"	"2018"	473	42626	1109.7
	"Indiana"	"18"	"63 years"	"63"	"Female"	"F"	"2019"	"2019"	449	43010	1043.9
	"Indiana"	"18"	"63 years"	"63"	"Female"	"F"	"2020 "	"2020"	551	43918	1254.6
	"Indiana"	"18"	"64 years"	"64"	"Female"	"F"	"2013"	"2013"	432	37223	1160.6
	"Indiana"	"18"	"64 years"	"64"	"Female"	"F"	"2014"	"2014"	364	37501	970.6
	"Indiana"	"18"	"64 years"	"64"	"Female"	"F"	"2015"	"2015"	405	38160	1061.3
	"Indiana"	"18"	"64 years"	"64"	"Female"	"F"	"2016"	"2016"	418	39133	1068.2
	"Indiana"	"18"	"64 years"	"64"	"Female"	"F"	"2017"	"2017"	424	40175	1055.4
	"Indiana"	"18"	"64 years"	"64"	"Female"	"F"	"2018"	"2018"	448	41155	1088.6
	"Indiana"	"18"	"64 years"	"64"	"Female"	"F"	"2019"	"2019"	473	42226	1120.2
	"Indiana"	"18"	"64 years"	"64"	"Female"	"F"	"2020 "	"2020"	513	42519	1206.5
	"Indiana"	"18"	"65 years"	"65"	"Female"	"F"	"2013"	"2013"	419	36265	1155.4
	"Indiana"	"18"	"65 years"	"65"	"Female"	"F"	"2014"	"2014"	399	36728	1086.4
	"Indiana"	"18"	"65 years"	"65"	"Female"	"F"	"2015"	"2015"	449	36858	1218.2
	"Indiana"	"18"	"65 years"	"65"	"Female"	"F"	"2016"	"2016"	455	37441	1215.2
	"Indiana"	"18"	"65 years"	"65"	"Female"	"F"	"2017"	"2017"	468	38709	1209.0
	"Indiana"	"18"	"65 years"	"65"	"Female"	"F"	"2018"	"2018"	410	39654	1033.9
	"Indiana"	"18"	"65 years"	"65"	"Female"	"F"	"2019"	"2019"	448	40786	1098.4
	"Indiana"	"18"	"65 years"	"65"	"Female"	"F"	"2020 "	"2020"	557	41710	1335.4
	"Indiana"	"18"	"66 years"	"66"	"Female"	"F"	"2013"	"2013"	456	38239	1192.5
	"Indiana"	"18"	"66 years"	"66"	"Female"	"F"	"2014"	"2014"	434	35589	1219.5
	"Indiana"	"18"	"66 years"	"66"	"Female"	"F"	"2015"	"2015"	418	36035	1160.0
	"Indiana"	"18"	"66 years"	"66"	"Female"	"F"	"2016"	"2016"	401	36230	1106.8
	"Indiana"	"18"	"66 years"	"66"	"Female"	"F"	"2017"	"2017"	488	37065	1316.6
	"Indiana"	"18"	"66 years"	"66"	"Female"	"F"	"2018"	"2018"	453	38188	1186.2
	"Indiana"	"18"	"66 years"	"66"	"Female"	"F"	"2019"	"2019"	494	39127	1262.6
	"Indiana"	"18"	"66 years"	"66"	"Female"	"F"	"2020 "	"2020"	542	40202	1348.2
	"Indiana"	"18"	"67 years"	"67"	"Female"	"F"	"2013"	"2013"	393	27383	1435.2
	"Indiana"	"18"	"67 years"	"67"	"Female"	"F"	"2014"	"2014"	488	37554	1299.5
	"Indiana"	"18"	"67 years"	"67"	"Female"	"F"	"2015"	"2015"	474	35010	1353.9
	"Indiana"	"18"	"67 years"	"67"	"Female"	"F"	"2016"	"2016"	465	35455	1311.5
	"Indiana"	"18"	"67 years"	"67"	"Female"	"F"	"2017"	"2017"	466	35819	1301.0
	"Indiana"	"18"	"67 years"	"67"	"Female"	"F"	"2018"	"2018"	519	36531	1420.7
	"Indiana"	"18"	"67 years"	"67"	"Female"	"F"	"2019"	"2019"	514	37600	1367.0
	"Indiana"	"18"	"67 years"	"67"	"Female"	"F"	"2020 "	"2020"	586	38568	1519.4
	"Indiana"	"18"	"68 years"	"68"	"Female"	"F"	"2013"	"2013"	437	27290	1601.3
	"Indiana"	"18"	"68 years"	"68"	"Female"	"F"	"2014"	"2014"	422	26974	1564.5
	"Indiana"	"18"	"68 years"	"68"	"Female"	"F"	"2015"	"2015"	557	36898	1509.6
	"Indiana"	"18"	"68 years"	"68"	"Female"	"F"	"2016"	"2016"	515	34413	1496.5
	"Indiana"	"18"	"68 years"	"68"	"Female"	"F"	"2017"	"2017"	506	35067	1443.0
	"Indiana"	"18"	"68 years"	"68"	"Female"	"F"	"2018"	"2018"	525	35248	1489.4
	"Indiana"	"18"	"68 years"	"68"	"Female"	"F"	"2019"	"2019"	507	35969	1409.5
	"Indiana"	"18"	"68 years"	"68"	"Female"	"F"	"2020 "	"2020"	600	37061	1619.0
	"Indiana"	"18"	"69 years"	"69"	"Female"	"F"	"2013"	"2013"	445	26992	1648.6
	"Indiana"	"18"	"69 years"	"69"	"Female"	"F"	"2014"	"2014"	431	26931	1600.4
	"Indiana"	"18"	"69 years"	"69"	"Female"	"F"	"2015"	"2015"	495	26435	1872.5
	"Indiana"	"18"	"69 years"	"69"	"Female"	"F"	"2016"	"2016"	555	36272	1530.1
	"Indiana"	"18"	"69 years"	"69"	"Female"	"F"	"2017"	"2017"	548	34103	1606.9
	"Indiana"	"18"	"69 years"	"69"	"Female"	"F"	"2018"	"2018"	543	34574	1570.5
	"Indiana"	"18"	"69 years"	"69"	"Female"	"F"	"2019"	"2019"	536	34716	1544.0
	"Indiana"	"18"	"69 years"	"69"	"Female"	"F"	"2020 "	"2020"	622	35504	1751.9
	"Indiana"	"18"	"70 years"	"70"	"Female"	"F"	"2013"	"2013"	519	28240	1837.8
	"Indiana"	"18"	"70 years"	"70"	"Female"	"F"	"2014"	"2014"	491	26460	1855.6
	"Indiana"	"18"	"70 years"	"70"	"Female"	"F"	"2015"	"2015"	489	26422	1850.7
	"Indiana"	"18"	"70 years"	"70"	"Female"	"F"	"2016"	"2016"	477	25940	1838.9
	"Indiana"	"18"	"70 years"	"70"	"Female"	"F"	"2017"	"2017"	631	35706	1767.2
	"Indiana"	"18"	"70 years"	"70"	"Female"	"F"	"2018"	"2018"	627	33447	1874.6
	"Indiana"	"18"	"70 years"	"70"	"Female"	"F"	"2019"	"2019"	575	33991	1691.6
	"Indiana"	"18"	"70 years"	"70"	"Female"	"F"	"2020 "	"2020"	689	34084	2021.5
	"Indiana"	"18"	"71 years"	"71"	"Female"	"F"	"2013"	"2013"	554	24782	2235.5
	"Indiana"	"18"	"71 years"	"71"	"Female"	"F"	"2014"	"2014"	576	27660	2082.4
