,death
61950,0
113807,0
10727,0
143732,0
163250,0
4144,0
207361,0
167844,0
15315,0
175852,0
199476,0
97938,0
157873,0
44546,0
163542,0
97315,0
31208,1
151786,1
204577,0
99394,0
151142,1
133606,0
70709,0
63782,0
70695,0
200176,0
46872,0
110185,1
33844,0
53626,0
64489,0
53727,1
112583,0
1175,0
98762,0
39020,0
114282,1
87208,0
155152,0
132170,1
23583,1
10974,0
192142,0
189786,0
89677,1
171714,0
75258,0
166265,1
114893,1
189222,0
623,0
167101,1
113758,1
82962,1
111362,0
195191,0
61003,0
53895,0
135498,1
63431,0
6388,0
79596,0
99247,1
171863,1
81443,0
213966,0
185798,1
67086,0
182318,1
45194,0
108516,1
97621,0
72389,1
57279,0
90391,0
193281,0
144450,0
130152,0
189453,0
28628,0
8697,0
152967,0
42586,0
215236,1
194119,1
109970,1
197843,0
60395,1
88936,1
61636,0
57921,1
88467,0
108177,0
189620,1
69321,1
167238,1
139350,0
53883,1
147297,0
187963,0
2573,1
67696,1
116791,1
33506,0
109850,0
127855,0
140407,0
44851,0
163893,0
115777,0
181669,0
98619,0
191374,0
8108,0
204829,0
128306,0
75682,0
17728,1
153152,0
83408,0
88310,0
172816,0
39323,0
91341,0
148349,1
16783,1
205386,0
33625,0
59322,1
32102,0
182207,0
21006,1
25285,0
199406,0
103295,0
148743,0
175569,1
18471,1
123540,1
72039,0
173477,1
144403,0
54373,0
200857,0
30353,0
82689,0
90262,1
68324,0
183425,0
64935,0
180083,1
151218,0
105684,0
34420,0
198528,1
24794,0
100589,0
48967,0
134365,1
37647,1
146679,0
202344,0
60196,1
206489,0
75595,1
53521,0
122127,1
130276,0
153284,0
33936,0
200844,0
25812,0
77320,1
22408,1
52225,0
120692,0
153634,0
173079,0
136681,0
59859,0
10349,0
151600,0
173107,1
29957,0
24168,0
129323,1
161361,1
149443,0
20393,0
140776,1
32496,0
215695,1
111791,1
216106,0
38759,0
10774,1
160172,1
26254,1
135973,0
188243,1
119787,1
98911,0
89086,0
46022,0
127184,0
140957,1
86787,0
138689,0
165948,1
150919,0
11587,0
113421,0
131321,0
209992,1
868,0
96240,1
194883,0
204318,1
81510,0
212367,1
75033,1
180069,0
18199,1
105746,0
183978,0
25009,1
141071,0
53842,1
113803,1
159135,1
174914,0
158553,1
71653,1
132809,1
63897,1
79776,0
54800,0
84671,0
175711,0
5505,1
117010,1
31193,1
13426,0
182620,0
100196,0
74592,0
107711,0
192654,0
114574,0
18333,1
7954,1
192192,0
183960,0
98437,1
106550,0
100183,0
166923,1
129479,0
125448,0
66830,0
182283,0
120637,0
120032,1
161164,0
78710,1
55602,0
169311,0
193701,0
109080,1
58000,0
185043,1
144206,1
47567,0
110700,0
92152,1
36939,0
81993,0
28048,0
202389,1
3877,0
195189,1
202239,0
176965,0
7082,0
106304,0
78263,0
178368,1
82683,0
104705,1
207953,1
46103,0
158998,0
154447,0
121595,1
189745,1
34881,0
212783,0
187503,0
85347,0
55072,1
176907,0
166571,1
191358,0
80294,0
22986,1
196853,0
137254,1
144067,0
157417,0
84442,0
194413,0
126749,1
72110,0
210942,0
17690,1
61284,0
163787,1
68331,1
17068,0
203037,0
969,1
187961,1
141331,0
169132,1
188761,0
204968,0
7320,0
154801,0
49414,1
65173,1
65555,0
105236,0
152845,0
16974,0
78364,1
211422,1
35595,0
145831,0
92128,0
328,1
131297,1
17629,1
46777,1
137607,0
45925,0
132960,0
196795,0
170667,0
124249,0
21475,0
36023,1
100677,1
133835,0
122696,0
41621,0
751,0
104626,0
115,1
92975,0
149378,0
47217,1
37791,0
180521,0
149197,0
83262,0
31371,1
87178,0
95481,0
189781,0
207667,0
49351,0
173864,0
57421,1
96842,0
85435,1
173692,0
32278,0
122546,1
65579,1
165563,1
210023,1
123692,0
37047,1
176403,0
68656,0
84030,0
35743,0
106520,0
172661,0
131318,0
215700,0
76543,0
126004,0
39284,1
80716,0
105388,0
204377,0
110487,0
175289,0
107100,0
122112,0
2841,0
195861,0
189161,0
137956,1
67521,0
71262,0
5825,0
67153,1
127859,0
77016,0
62215,0
38683,0
111330,1
13292,0
3858,0
108396,0
202118,0
173959,1
149083,0
158738,0
16761,0
80365,0
72462,0
27160,0
177468,0
41555,0
128123,0
50583,0
26827,0
52147,0
69693,1
192,0
88866,1
149128,0
124072,1
179675,1
58201,0
6651,0
117603,0
200193,0
43098,1
41084,0
152419,0
182192,0
76882,1
22733,1
136404,0
42612,0
51156,0
45255,0
65730,1
31299,1
100081,0
35405,1
192017,1
178698,1
87358,0
61065,0
82363,0
29852,0
141949,1
204332,0
146708,0
2492,0
159234,0
91880,0
187292,0
74312,0
73842,0
107246,0
13886,1
202852,1
150748,0
8127,0
1496,0
57177,1
135613,1
81478,1
40180,0
109866,0
8172,1
29189,0
42918,1
209939,0
115341,0
33814,0
92406,0
65947,1
31439,1
33289,1
135440,1
145952,0
32880,0
45145,1
43814,0
203583,0
42673,0
202896,1
97243,0
202759,0
82685,1
54262,0
49395,0
189056,1
67537,0
29833,0
53594,1
98606,0
111,0
121548,1
59823,0
20275,0
24372,0
192727,0
148490,0
120472,1
195889,0
31968,0
67152,0
183301,1
49333,0
143960,1
62233,0
57619,1
210111,0
215754,0
126163,0
187313,1
57346,1
15012,0
68565,1
69773,0
49114,0
106642,0
85767,1
91010,0
4814,0
136513,0
74304,0
108005,1
169286,1
1733,0
202208,1
23943,1
5030,1
130901,1
190411,0
69157,0
82154,1
31412,1
144184,1
134194,0
172335,1
14919,1
194628,1
183327,0
104369,0
112489,0
91834,0
189408,0
52309,0
152890,0
177200,0
95448,0
87683,0
149786,1
84424,0
144668,0
73909,1
36504,0
30922,1
152482,1
178574,0
97157,0
203885,0
5971,1
127729,0
10123,1
74714,0
126128,1
164560,1
141836,0
211117,0
131700,1
17338,1
211176,1
70513,1
142952,1
62029,1
187851,0
31152,1
86607,0
81489,0
48236,0
30834,1
113970,0
20201,0
173388,1
140070,0
77563,0
31147,0
86000,1
213073,0
53632,0
73489,1
38873,0
178244,0
32020,1
23665,0
122639,0
123496,0
71511,0
156358,0
137896,0
116962,1
17710,1
160877,0
189493,0
203149,0
132224,0
71627,1
1222,1
67638,0
215170,1
187331,0
7137,0
123362,0
140378,0
193373,1
168868,0
78127,1
73159,0
66930,1
201943,0
90920,0
9335,0
116611,0
118559,0
64829,0
23506,1
43049,1
98373,0
40174,0
193515,0
90306,1
89419,1
19892,0
118337,1
120808,1
174107,0
204823,0
75922,0
150363,0
146274,1
188948,0
203977,0
52297,0
72549,1
52579,0
202508,0
181773,0
182458,0
19167,1
68165,1
150840,1
216189,0
45946,0
194888,0
167456,0
19673,0
117167,0
32417,0
73493,1
194187,0
140249,0
32042,0
50653,0
111155,0
68582,0
161495,0
145451,0
4700,0
121176,0
12878,0
77551,0
196265,1
115849,0
128637,0
31145,1
51712,0
84993,1
8196,0
39689,1
185064,0
136768,0
18760,0
131039,0
40460,0
38010,1
171853,0
171642,0
67611,0
120508,1
26568,0
95287,0
5276,1
214643,1
128820,0
152919,1
92782,0
157404,1
176143,0
28546,0
70498,0
90977,1
206676,0
170003,1
32819,0
37389,1
128544,0
146011,0
88136,0
192439,0
181365,0
140576,0
107025,0
56131,1
42901,0
84180,0
203047,0
116896,1
145174,0
200319,0
93375,0
30738,0
175774,0
68599,1
5414,0
196840,1
66764,1
132267,0
18464,1
184839,0
82383,0
19865,1
155080,1
96535,0
98238,1
4947,0
92355,1
135995,1
162518,1
55970,0
16671,1
192369,1
190182,0
96415,0
108274,0
182292,0
54917,1
40417,0
106817,0
96207,1
50928,0
203750,0
151057,0
24772,0
11869,0
152733,0
16292,0
188242,1
79813,0
12744,0
188533,1
185576,1
2014,1
73266,0
120932,0
18706,1
180675,0
26419,1
215641,0
29912,0
115602,1
119783,0
206110,1
156202,1
40646,1
162780,1
14281,0
160811,1
139328,0
119526,1
181677,0
77318,1
164148,0
30844,0
202850,1
58977,0
61353,0
30205,0
49178,0
103667,0
207007,0
113283,1
142320,1
64547,0
77569,0
100544,0
40732,0
77765,0
201907,0
160449,0
7049,1
172215,1
162675,1
87533,1
95276,0
7171,0
164705,0
144279,0
74341,0
139257,1
216058,0
109775,0
118524,0
101569,0
107722,0
111477,0
193157,1
93759,1
25936,0
136204,1
50075,0
36186,0
149516,0
39262,1
151497,0
178628,1
66850,0
33675,1
59041,0
192154,0
208923,0
106047,0
67744,0
206749,1
24014,0
108095,0
108071,0
22346,1
62303,1
136033,1
74694,0
209118,0
198407,1
109104,0
193323,0
171861,0
126214,1
144777,0
94877,0
127897,1
100355,0
122277,0
201008,0
131963,0
73305,0
2463,0
113903,1
92069,0
142633,0
42682,0
141027,1
78291,0
10174,0
1059,0
41810,0
118899,0
135328,0
153311,1
162816,1
181971,0
138654,1
23402,1
183129,0
161833,1
212429,0
142493,0
206931,0
197040,1
70989,0
41068,0
82811,0
3700,0
50402,0
95447,0
202677,0
139765,0
67161,1
118643,0
12683,1
213315,1
79170,1
15948,0
114312,0
133957,0
102275,0
163800,1
148919,0
115188,0
201133,0
181454,1
28821,0
34841,0
130599,1
77629,0
3654,0
143285,0
137879,1
100902,0
40544,0
186651,0
163574,1
145618,0
194226,1
165203,0
28263,1
119982,1
182958,0
81350,0
154958,1
96161,0
92409,1
14551,0
99390,0
63361,1
96136,1
192648,0
97553,1
91686,0
4614,0
158716,1
129492,0
8702,0
79551,1
106757,0
44931,1
58423,1
87231,0
51516,0
76826,0
16639,0
113577,0
30234,1
37387,1
144417,0
167677,1
169919,0
108405,0
37169,0
193940,0
134013,0
86882,1
93067,0
108860,1
49387,0
34964,1
198793,1
121444,0
191789,1
31631,0
108089,0
103108,1
78290,0
190489,0
104068,1
43671,0
51111,0
131116,1
58516,1
84188,0
80513,0
162247,0
99871,0
31263,1
191112,1
207615,0
8198,0
128965,1
118354,0
67117,0
40672,0
140911,0
69524,0
62533,1
82284,0
180305,0
191406,0
27988,0
25450,0
153535,0
124393,0
174204,1
215563,0
20051,0
203465,0
124481,0
192699,0
124808,1
212856,0
96897,1
208926,0
116208,0
26985,0
114578,0
33843,1
89703,0
79222,0
78257,0
21742,0
201176,0
51731,1
146235,0
179289,1
160780,0
182409,1
74731,0
114046,0
70161,1
18965,1
196038,0
134216,1
213959,0
129859,1
147930,0
140414,0
52112,0
155763,0
216174,0
118865,0
56016,0
67698,0
8024,0
149288,0
114094,0
130838,1
96391,0
184966,0
138666,0
9234,1
16050,1
99675,0
63295,1
191841,1
193093,1
69678,1
207165,0
74902,0
143683,1
3726,1
179614,0
8366,1
133775,1
42245,0
146661,1
58009,0
153481,0
111055,0
193435,0
166752,0
27099,0
192548,1
132200,0
200610,0
35282,0
126581,0
185841,0
1905,1
193932,0
61320,0
140007,1
39539,0
202327,1
37482,0
175938,1
188862,0
135494,0
27940,1
162004,1
37550,0
207123,0
195944,0
136088,1
123208,0
195028,0
72483,1
31003,1
130770,1
177827,0
158860,0
97418,1
36677,1
160182,1
18119,0
4058,0
197794,1
48418,0
180407,0
156139,1
156512,0
98589,0
48237,0
96484,0
124784,1
69608,1
70820,1
16891,0
199206,0
154293,0
44971,0
116365,1
54465,0
142402,0
64138,0
118406,0
130317,0
90612,0
185756,1
176734,0
108911,0
3669,1
131055,0
188789,0
167041,0
129316,1
70112,0
25254,0
82944,1
91251,0
154204,0
206056,0
31437,0
105094,0
86923,1
125154,1
36524,1
212907,1
47447,0
131403,0
176329,0
206448,0
161039,0
180437,1
145538,1
13444,0
161073,0
2487,0
72087,1
33013,0
18285,0
104991,0
61322,0
201355,0
115387,0
1683,0
114380,0
187281,0
96343,1
89279,0
42827,0
66529,0
96864,1
98446,1
174775,0
82350,0
89407,1
49158,0
55281,1
214011,0
113750,0
143702,0
142307,1
64941,0
197383,0
98185,0
205589,1
4502,0
209296,1
104548,0
85929,0
149656,0
35734,0
142842,0
23941,0
199621,1
192058,0
12052,0
109832,0
60714,0
183701,0
41605,1
38659,0
67095,0
184897,0
143009,0
89912,0
148778,0
155004,0
2354,0
51112,1
115146,0
11204,1
91389,0
107332,0
174233,0
102960,0
83427,1
191405,0
193298,0
179113,0
113118,0
16128,0
109798,0
206625,0
137273,1
110481,0
10999,0
115951,1
105283,0
9299,0
9313,1
113813,0
62774,0
88026,0
185067,1
188869,0
20033,0
31430,0
54068,0
11692,0
170695,0
153512,0
73937,1
135301,0
163821,0
119573,1
11621,0
35010,0
66894,1
5666,1
52892,0
73121,0
141675,1
140227,1
62993,0
193165,1
110328,0
80464,1
146054,0
199152,1
11945,0
197814,0
97649,0
63198,0
45395,1
211737,0
200268,0
65209,0
118778,1
89336,0
81674,1
193579,0
174873,0
113751,0
62543,1
118603,0
147207,0
214260,1
28299,0
104188,0
36616,0
29443,0
25757,0
56595,0
35897,0
73776,0
38116,0
82054,0
131171,0
54671,1
139103,1
2393,0
44420,1
89001,0
87573,1
74157,0
161691,0
81275,0
62341,0
188923,0
196255,1
134537,0
59412,0
163172,1
176378,1
120798,0
65161,0
14669,1
5844,0
30076,0
127364,0
191427,0
136283,1
182431,1
162626,0
212446,0
62598,0
86940,0
89230,1
42799,0
33132,0
62572,0
158938,0
216296,0
115734,1
85651,1
128966,0
33382,1
135868,0
168926,1
212259,1
29181,0
87975,0
45065,1
53731,0
177731,1
144533,1
208172,0
150638,1
162442,1
156312,0
154751,0
207110,0
144856,0
55640,1
149864,0
140616,0
76990,0
71982,0
12063,0
113295,0
60466,0
127582,0
58653,0
208404,0
154860,0
42307,1
159081,1
67703,0
149047,0
76873,0
163608,1
190375,0
210433,0
135430,0
71975,0
98999,1
66250,0
107359,1
213860,1
32017,1
215328,1
14762,1
100600,0
129974,1
121117,0
136006,1
58500,0
152053,0
109071,1
173589,0
28491,0
134899,1
37139,0
138733,0
113136,0
206466,0
22476,1
185508,0
19028,1
71405,0
209804,0
140210,0
67158,0
151125,1
113757,1
128552,1
41604,1
80860,0
214350,1
83677,1
129515,0
3586,0
72213,0
66057,0
12712,0
131417,1
214410,1
58318,0
11726,0
153790,0
197216,0
174366,0
160347,1
176925,0
2970,0
82427,1
5337,0
188472,0
66212,0
108845,0
215659,0
119953,0
27882,1
12897,0
188594,1
100823,0
127426,0
128168,0
151916,0
176006,1
194604,0
17643,0
158403,0
76851,0
208821,0
170523,0
113842,1
19610,0
53630,0
185391,0
138027,1
42041,1
209672,0
60944,0
178124,0
15245,0
134171,1
34995,1
38628,0
131740,1
86123,0
210578,0
121784,0
148085,0
163695,0
21824,0
94691,0
184939,0
156417,0
214104,1
119353,1
117950,1
82365,0
27815,0
102224,0
158833,0
9611,1
40826,0
67124,0
170769,0
91538,1
31419,1
133834,1
168424,1
168042,1
32510,1
97850,0
179474,1
113294,0
152024,0
150643,1
157040,0
31297,1
200024,0
198606,0
92598,1
144769,0
104157,1
178066,1
134818,1
207892,1
186694,0
153103,0
182307,0
168241,1
113390,0
150126,0
74258,0
28978,0
204191,1
188670,0
90695,0
170914,0
61970,1
126357,1
179635,0
34159,1
181288,0
48025,1
118826,0
79001,0
3755,0
204285,0
77964,0
215602,1
161036,0
31288,1
68104,1
108827,0
38694,1
69819,0
31340,1
99521,1
16790,0
140823,0
155443,0
108896,1
48794,0
139603,1
7634,1
25567,0
28981,0
70948,0
29005,0
172376,1
120857,0
53819,0
100864,0
122715,1
152944,0
39088,1
33628,0
145921,0
159359,0
115302,0
20258,0
140872,1
169162,0
3918,1
12358,1
183967,1
53065,1
90798,1
28598,0
168583,1
36817,1
18807,0
20662,1
79835,0
136024,0
199985,0
126385,0
104605,1
209284,1
95520,0
78312,1
15058,1
196235,0
68903,0
96719,0
161291,0
88760,0
108916,0
69412,1
191487,0
82460,1
71490,0
23016,0
137149,0
149957,0
214384,1
173354,0
52940,1
39423,0
110478,0
193555,0
46577,1
26199,1
35881,0
142736,0
116476,0
2038,1
167429,0
19329,1
120116,1
18161,0
86722,1
144119,0
209381,0
80631,1
82239,0
165920,0
122745,0
56045,1
28274,0
200139,0
213964,1
80054,0
172949,0
213889,0
180512,1
133181,0
50073,1
28967,0
27113,0
164054,0
196523,1
36089,0
137156,0
131848,0
179730,0
213847,0
11675,0
193305,0
116088,0
135083,0
64236,0
145859,0
189746,0
178219,1
201285,0
147299,0
55166,0
29730,0
44540,0
144757,1
150137,0
195181,0
130799,1
43044,1
168824,0
101239,1
206163,1
28081,0
170167,0
92567,0
140383,0
208372,0
31101,1
202567,0
15190,0
78904,1
57278,1
119935,0
27583,1
105299,0
102748,1
77148,0
17853,0
86682,0
116196,1
183795,0
187642,0
71921,1
1406,0
120264,1
95295,0
162591,0
95845,1
65650,1
207440,0
204559,0
66510,1
35423,0
209244,1
209569,0
99321,0
36402,0
107759,0
214728,1
80958,1
158357,0
154990,0
128044,0
178733,0
104668,0
35059,0
7338,0
172072,0
97070,0
42120,0
203627,0
210829,1
63698,0
172089,0
116128,1
196945,0
570,0
63355,0
32644,0
133498,0
4913,1
209524,0
74991,1
24706,1
21963,1
113572,0
56564,0
133216,0
80147,0
30058,0
103484,1
49025,1
52078,0
69224,0
53357,0
140877,0
203217,0
157576,1
52706,0
32504,0
209021,0
150871,1
91725,0
19171,0
80340,1
174791,0
33768,0
132729,0
141166,0
53333,0
17425,0
25964,1
203086,0
167667,0
32294,0
125546,0
78370,0
55161,0
30904,0
138029,0
203864,0
34556,1
207040,0
140540,0
5596,0
186316,0
189319,1
153364,0
107829,1
138571,1
55329,0
73550,0
99564,0
101782,0
46822,1
46585,0
13329,0
209396,1
158411,1
6151,1
22881,0
207132,0
4838,1
72793,0
153479,0
29135,1
169406,1
166760,0
142509,1
107504,0
39174,1
171330,0
127989,1
44018,0
82085,0
142217,0
104127,0
97001,0
66686,0
17035,1
57072,0
63238,0
59577,0
18972,1
214176,0
10597,0
49369,1
202803,1
21168,0
148634,0
112178,0
56841,1
81819,1
134633,0
98222,1
101574,0
168562,0
199652,0
119752,0
122340,0
157194,0
196902,0
76780,0
97434,1
75878,1
1489,0
156635,1
114543,0
204067,0
46363,0
10149,0
8433,1
46114,1
22560,0
115088,0
44327,1
22947,1
7698,1
187638,0
10091,0
163737,1
73593,0
3896,0
167250,0
210741,0
76111,1
144227,0
210989,0
145041,0
130956,0
2693,1
149115,1
32057,1
43757,0
83116,1
55840,0
133585,1
95673,0
101275,0
70797,0
114874,0
114533,0
77255,0
141114,0
34291,0
39909,0
91963,1
122252,1
53890,1
16586,0
155872,0
12972,0
108457,0
208810,1
75963,0
176336,0
161202,0
147512,0
49444,0
45256,0
78529,0
147809,0
19787,0
73168,0
121380,0
154330,0
7610,0
184671,1
75412,1
63398,0
91477,0
205651,0
109252,0
3363,0
119569,0
1062,0
206674,0
134207,0
143101,0
101657,0
114752,1
59996,0
172244,0
209123,1
128779,0
74697,0
151855,0
133167,0
65783,1
91923,0
115189,0
216190,0
53261,0
161813,1
24485,0
134183,0
85562,1
1334,0
47096,1
175607,0
44746,0
68379,0
212409,1
84278,0
22364,0
195636,0
35297,1
125145,1
10328,0
33129,0
210681,1
182237,0
37713,0
140698,0
143573,0
100389,0
157819,1
36265,0
4993,0
139301,0
146674,1
181797,0
202960,0
40371,0
205686,0
63942,0
158431,0
19250,1
190762,0
82115,0
34205,0
93997,1
191235,0
142192,0
117534,0
196815,1
127764,0
32980,0
97847,1
53882,0
168266,0
106608,1
180543,0
129029,0
21722,0
36502,1
112343,0
201803,1
44487,1
11325,1
166504,1
159352,0
4030,0
26782,0
147002,0
104364,1
137332,0
19272,0
175907,1
114823,0
123234,1
128970,0
98528,0
210908,1
138958,1
47997,1
123310,0
37315,1
196818,0
142107,0
43497,1
191524,0
139481,0
81081,0
161952,0
48584,1
158427,0
107445,0
66995,0
106171,0
107326,1
82123,1
9246,1
82768,0
96692,0
209560,0
117390,1
52523,0
100639,0
143034,0
88749,0
137503,0
178614,0
117539,0
68765,1
142975,1
118749,0
205612,1
147481,0
204671,0
189689,0
91492,1
200109,0
94817,1
16645,0
195617,1
94165,1
69720,1
67282,0
193416,1
206058,1
129190,1
73576,1
67116,1
175902,0
65688,0
157555,0
49110,0
40553,1
153808,0
90608,0
129754,0
5295,1
156133,0
169852,0
33491,0
5053,0
147749,1
132923,0
105308,0
169281,0
67860,0
186644,0
28501,1
211740,1
204770,0
119841,1
182375,1
169225,0
104458,0
201181,1
106430,1
51750,0
182443,1
28744,1
185928,0
99047,0
94480,1
168021,0
30745,1
208627,0
181602,1
80124,1
30777,0
20409,0
89282,1
76643,0
87990,0
747,0
8857,0
207997,1
54875,0
32270,0
95771,1
209054,0
116968,1
42837,0
9236,0
150907,1
176735,1
204450,0
128169,1
4830,0
54411,0
57726,0
15322,1
126368,0
70102,0
54298,0
65949,0
132466,0
215764,1
108280,0
133714,0
124302,0
12279,0
78809,1
38126,0
188897,0
5715,0
173030,0
208300,0
174554,0
89051,1
208760,1
97594,0
201536,0
21211,0
155904,0
143931,0
101872,0
137139,0
71000,0
129777,0
74719,0
70787,1
1150,1
99929,1
40999,0
43076,0
18313,1
75190,1
45098,1
199063,0
69098,0
144487,0
49719,1
3261,1
181642,1
191794,0
160663,1
193156,1
53648,0
177978,1
975,0
139247,1
27924,1
85577,0
117610,0
30092,0
24223,0
104729,0
187734,0
114815,0
213110,1
108165,1
149492,1
104711,1
196674,1
206589,0
171909,1
181106,1
178394,0
127695,1
44625,1
63872,1
92176,0
198759,0
43635,1
120632,0
33928,1
157375,1
178922,0
50121,1
28457,0
29949,0
91121,0
17379,1
179918,0
110214,0
88672,0
110017,0
78931,0
116333,0
58810,1
156168,0
135557,0
130189,0
3159,1
117627,0
142475,0
46590,0
138977,0
198388,0
152624,0
91228,0
110127,1
74069,0
171947,0
76815,0
159759,1
210664,0
10436,1
12196,0
11447,0
97708,0
122912,0
165278,1
161733,0
4253,0
140015,0
34419,0
4390,1
191873,0
39417,1
8810,0
117741,0
3840,1
151983,0
28915,0
80865,0
180772,0
101300,0
172716,0
70268,0
176490,0
144175,1
175815,0
167506,0
157934,1
75956,0
201480,0
62622,0
103719,0
156769,0
179216,0
155257,0
120447,0
154610,0
3266,1
116368,0
209268,1
115470,0
23458,0
74350,0
209757,1
202574,0
131571,0
143567,0
84763,0
9092,0
58886,0
46690,0
53419,0
56866,0
7405,0
34127,0
179544,0
207279,1
131845,1
31298,1
61480,1
3852,1
31780,1
194132,0
40270,0
58963,0
200107,0
2591,1
42731,0
135006,0
200711,1
114876,0
158850,0
113367,0
177380,0
92966,1
111925,1
207108,1
19281,0
27653,0
57654,0
148747,0
41800,1
169610,0
61186,0
212172,1
159879,0
179147,0
201102,0
55643,0
64379,0
177020,1
165852,0
12612,0
64895,0
116831,1
41550,0
3406,1
26824,0
74530,0
36871,1
106461,0
24918,0
36375,1
205570,1
121832,0
179196,1
123049,0
121886,0
53412,1
102500,0
106329,0
74942,1
191639,0
142981,0
160192,1
43294,0
33061,1
28309,0
64187,0
167558,1
42149,0
131044,0
70339,1
133910,1
10228,1
42421,0
143385,0
51092,1
122747,0
167392,0
61101,0
30610,1
72396,1
107732,0
56342,1
34561,0
5681,1
211277,0
18749,1
31026,0
21000,1
104583,0
5117,0
206948,1
15942,1
79929,0
36678,0
77043,1
41219,0
123024,0
178440,0
94797,0
29050,1
112191,1
31024,0
49370,0
202964,0
36916,0
136561,1
174640,0
191432,0
198084,0
76788,0
38092,0
182652,0
119544,0
20102,0
38508,0
1384,0
3963,1
185787,0
51469,0
187279,0
189189,0
83157,1
149816,0
198521,0
171777,1
170698,0
99700,1
201679,1
131516,1
36934,1
206235,0
142149,1
127678,0
52618,0
107349,1
12204,0
44137,0
188228,0
211527,0
128141,1
74367,0
174335,1
65591,0
201838,1
114999,0
185410,1
96064,1
69612,0
213769,0
1887,0
76489,1
74569,0
77742,1
54192,0
67642,0
9482,0
148368,1
204723,0
174247,1
176022,0
55744,0
52103,0
30400,0
20785,0
156953,1
151070,0
111630,0
99258,1
134957,1
159598,0
183601,1
63556,0
6490,0
122760,0
137064,0
151184,1
185018,0
103139,0
11741,0
22719,0
193795,0
121490,0
140074,0
83930,0
212962,1
99930,0
120528,1
6058,0
47992,0
54291,0
149257,0
73818,0
48040,1
82376,1
27390,0
158073,0
121890,1
186661,0
167528,0
13252,0
93682,0
144413,0
181217,0
104493,0
153833,1
65462,0
57337,0
77705,0
36750,0
96348,0
96042,0
139,1
56861,0
52970,0
137364,0
211830,0
21557,1
164363,1
136546,0
10927,0
93230,0
98686,0
91562,0
167843,0
96086,1
57470,0
19997,0
122032,0
135711,0
95081,0
27091,0
173976,1
16196,0
198998,0
78644,0
73398,0
162878,0
89836,0
113917,1
150951,0
198788,1
182549,0
66256,0
187990,0
41828,1
147498,1
29920,0
112398,0
64843,1
212202,0
153870,1
23620,0
5046,0
213623,0
36391,0
103167,0
121097,1
121095,0
81264,0
166714,0
148448,0
199878,1
86973,0
4189,0
131490,0
99308,0
155063,0
59555,0
31020,1
159004,0
120638,0
201386,0
46427,0
72946,0
3812,1
68220,0
17257,0
215382,1
105085,0
165746,1
57553,1
172406,0
107663,0
276,0
10096,0
104672,0
173203,0
169143,0
10897,0
208919,1
84843,0
63017,1
121607,1
33819,0
116274,0
31892,0
66689,0
51676,1
128577,0
195268,1
88185,1
193893,1
70239,1
83896,0
126009,0
183488,0
123998,0
24137,0
38256,0
193919,0
198287,0
212717,0
12144,1
47006,1
25184,1
24972,1
188391,0
45612,0
123764,0
80807,0
105614,0
177751,1
36445,0
20813,0
216196,1
101276,1
179498,0
85822,0
147186,0
120499,1
117233,1
138696,0
44077,1
106929,1
170283,1
104873,1
27767,0
31744,1
83133,0
127815,1
122685,0
64790,1
212108,0
171200,0
123138,1
120200,0
51320,1
204951,1
158679,0
68018,0
55481,0
196160,0
157516,1
28690,0
79303,0
198543,0
114357,1
184680,1
87453,0
80606,1
126622,0
205372,0
202573,0
173527,0
105511,1
188224,1
12911,0
214899,0
68758,0
52405,0
147446,0
17376,0
21735,1
123083,0
14465,0
99003,0
38245,0
58571,0
121517,1
13464,0
174046,0
80786,0
131014,1
42724,0
170215,0
170488,0
152650,0
23751,1
159211,1
18036,0
205622,1
24484,0
137730,1
70026,0
114033,0
105133,0
66561,0
120093,0
117645,0
188813,0
76800,1
174129,0
50011,1
66975,0
2976,1
117818,0
86548,1
54649,1
110673,1
180880,0
74008,0
81536,0
165033,1
208488,0
55847,0
71122,0
87083,0
32593,0
149955,1
50699,1
11525,1
184864,1
16933,0
32625,1
102109,1
558,0
89405,0
171784,0
21741,0
19863,1
149616,0
209536,0
45811,1
12627,0
149974,0
163265,0
157564,0
153112,0
108562,0
72174,0
139965,0
93761,0
12954,0
90493,0
4534,1
202377,0
64313,0
158522,0
20247,1
22134,1
22207,0
10405,0
89249,0
146806,1
208851,1
71864,1
201099,0
149529,1
180395,0
196733,1
94102,1
186088,1
199864,1
58158,0
159251,0
96660,0
185007,0
192880,0
212949,0
11378,0
166089,0
38429,1
19783,0
187603,1
156827,0
138983,0
117275,1
214831,0
177484,0
115702,0
96602,1
90145,0
210846,0
212808,1
183313,0
80494,0
153063,0
25441,1
167886,0
151755,0
153651,1
10474,1
10807,0
133011,0
184756,0
165734,0
121679,1
36583,0
94850,0
161891,0
12856,0
117664,0
108711,0
201949,0
19162,1
70405,0
124528,1
177478,1
151598,0
107044,1
32587,1
108531,1
129602,0
46395,0
3666,0
185259,0
120791,0
170558,0
135155,1
121793,0
150131,0
211546,1
174073,0
48678,0
97349,1
30645,0
195432,0
7266,0
116609,0
20664,0
125287,0
125390,0
121070,1
7441,0
144676,0
156548,0
194393,1
22648,0
100559,0
104021,0
208060,0
28637,0
211235,1
133771,0
118070,1
88126,0
197834,0
72094,0
203384,0
57965,1
145331,1
78336,0
22192,0
156640,1
30864,0
120862,1
57317,1
90475,0
129629,1
210386,1
205213,1
212117,1
27191,0
